county,state,annual_v_cumulative,total_pop_change,natural_change,births,deaths,total,international,domestic
Juniata County,Pennsylvania,Cumulative,-109,-138,"1,226","1,364",32,228,-196
Lackawanna County,Pennsylvania,Cumulative,948,"-3,627","8,512","12,139","4,608","2,824","1,784"
Lancaster County,Pennsylvania,Cumulative,"10,312","4,913","29,586","24,673","5,258","7,097","-1,839"
Lawrence County,Pennsylvania,Cumulative,"-1,834","-2,324","3,326","5,650",480,160,320
Lebanon County,Pennsylvania,Cumulative,"2,057",-937,"6,580","7,517","3,001","1,380","1,621"
Lehigh County,Pennsylvania,Cumulative,"11,103",493,"16,548","16,055","10,401","12,593","-2,192"
Luzerne County,Pennsylvania,Cumulative,"5,777","-5,557","13,169","18,726","11,351","6,843","4,508"
Lycoming County,Pennsylvania,Cumulative,-957,"-1,497","4,667","6,164",537,677,-140
McKean County,Pennsylvania,Cumulative,-957,"-1,038","1,449","2,487",74,117,-43
Mercer County,Pennsylvania,Cumulative,"-2,516","-2,828","4,186","7,014",318,86,232
Mifflin County,Pennsylvania,Cumulative,-205,-465,"2,279","2,744",260,48,212
Monroe County,Pennsylvania,Cumulative,"-1,792","-1,839","5,812","7,651",-50,975,"-1,025"
Montgomery County,Pennsylvania,Cumulative,"22,777",601,"35,977","35,376","22,204","13,915","8,289"
Montour County,Pennsylvania,Cumulative,-30,-78,918,996,46,321,-275
Northampton County,Pennsylvania,Cumulative,"10,032","-2,969","11,593","14,562","13,280","4,229","9,051"
Northumberland County,Pennsylvania,Cumulative,"-1,615","-1,898","3,490","5,388",235,276,-41
Perry County,Pennsylvania,Cumulative,975,-107,"2,058","2,165","1,079",339,740
Philadelphia County,Pennsylvania,Cumulative,"-29,878","13,896","81,381","67,485","-45,280","52,292","-97,572"
Pike County,Pennsylvania,Cumulative,"3,831",-890,"1,851","2,741","4,773",502,"4,271"
Potter County,Pennsylvania,Cumulative,-406,-384,646,"1,030",-19,9,-28
Schuylkill County,Pennsylvania,Cumulative,"1,477","-3,645","5,160","8,805","5,126",720,"4,406"
Snyder County,Pennsylvania,Cumulative,-115,-108,"1,666","1,774",-22,127,-149
Somerset County,Pennsylvania,Cumulative,"-2,003","-2,135","2,528","4,663",173,50,123
Sullivan County,Pennsylvania,Cumulative,86,-252,164,416,339,40,299
Susquehanna County,Pennsylvania,Cumulative,-337,-815,"1,538","2,353",493,81,412
Tioga County,Pennsylvania,Cumulative,-346,-676,"1,656","2,332",357,31,326
Union County,Pennsylvania,Cumulative,-526,-285,"1,565","1,850",-301,344,-645
Venango County,Pennsylvania,Cumulative,-974,"-1,481","1,825","3,306",518,109,409
Warren County,Pennsylvania,Cumulative,"-1,223","-1,074","1,472","2,546",-133,85,-218
